FID;Country;County;Latitude;Longitude;Region;SiteID;Site;Architecture;LabNumber;C14;STD;Delta13C;Delta15N;Marine resources %;Aquatic resources %;CombineGroup;Material;Context;Source;Main.bibliography;Bibliography;Observations
309;Portugal;Beira Interior;40,945468;-7,686355;West;S70;Orca de Seixas;Passage grave;GrN-26226;5045;25;n/a;n/a;n/a;n/a;n/a;Charcoal;Between cist structure in atrium;Cruz et al 2003;n/a;Cruz et al 2003;n/a
310;Portugal;Northern Portugal;41,19103;-8,034781;West;S71;Outeiro de Ante 3;Passage grave;Gif-4859;4090;120;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Cruz 1995;n/a;Cruz 1995;n/a
311;Portugal;Northern Portugal;41,19103;-8,034781;West;S71;Outeiro de Ante 3;Passage grave;Gif-4856;4800;80;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Cruz 1995;n/a;Cruz 1995;n/a
312;Portugal;Northern Portugal;41,19103;-8,034781;West;S71;Outeiro de Ante 3;Passage grave;Gif-4858;5540;90;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Cruz 1995;n/a;Cruz 1995;n/a
313;Portugal;Northern Portugal;41,19103;-8,034781;West;S71;Outeiro de Ante 3;Passage grave;Gif-4857;5780;80;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Cruz 1995;n/a;Cruz 1995;n/a
314;Portugal;Northern Portugal;41,188604;-8,041578;West;S72;Outeiro de Gregos 1;Passage grave;CISC-771;3360;50;n/a;n/a;n/a;n/a;n/a;n/a;Layer under peripheric structure;Cassen 1993, 515;n/a;Cassen 1993, 515;n/a
315;Portugal;Northern Portugal;41,188604;-8,041578;West;S72;Outeiro de Gregos 1;Passage grave;CSIC-772;3620;50;n/a;n/a;n/a;n/a;n/a;n/a;Layer under peripheric structure;Cassen 1993, 515;n/a;Cassen 1993, 515;n/a
316;Portugal;Northern Portugal;41,185632;-8,040152;West;S73;Outeiro de Gregos 2;Passage grave;CSIC-547;4950;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Top ancient soil;Cruz 1995;n/a;Cruz 1995;n/a
317;Portugal;Northern Portugal;41,185632;-8,040152;West;S73;Outeiro de Gregos 2;Passage grave;CSIC-774;5030;70;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Cruz 1995;n/a;Cruz 1995;n/a
318;Portugal;Northern Portugal;41,185632;-8,040152;West;S73;Outeiro de Gregos 2;Passage grave;KN-2768;5500;70;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;MuÅller 1998, 82;n/a;MuÅller 1998, 82;n/a
319;Portugal;Northern Portugal;41,181137;-8,049693;West;S74;Outeiro de Gregos 3;Passage grave;KN-2765;5200;65;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;MuÅller 1998, 82;n/a;MuÅller 1998, 82;n/a
320;Portugal;Northern Portugal;41,181137;-8,049693;West;S74;Outeiro de Gregos 3;Passage grave;KN-2766;5230;75;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;MuÅller 1998, 82;n/a;MuÅller 1998, 82;n/a
321;Portugal;Northern Portugal;41,185632;-8,040748;West;S75;Outeiro de Gregos 5;Passage grave;CSIC-773;3250;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Layer under tumulus;Cruz 1995;n/a;Cruz 1995;n/a
322;Portugal;Northern Portugal;41,185632;-8,040748;West;S75;Outeiro de Gregos 5;Passage grave;CSIC-659;4780;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Cruz 1995;n/a;Cruz 1995;n/a
323;Portugal;Alta Estremadura;39,291617;-9,329161;West;S76;Pai Mogo 1;Passage grave/tholos;Sac-1782;4100;60;-20;n/a;n/a;n/a;n/a;Human bone;Chamber;Silva 2002;n/a;Silva 2002;n/a
324;Portugal;Alta Estremadura;39,291617;-9,329161;West;S76;Pai Mogo 1;Passage grave/tholos;UBAR-539;4130;90;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Silva 2002;n/a;Silva 2002;n/a
325;Portugal;Alta Estremadura;39,291617;-9,329161;West;S76;Pai Mogo 1;Passage grave/tholos;Sac-1556;4250;90;-20,4;n/a;n/a;n/a;n/a;Human bone;Chamber;Boaventura 2009, Annex 3;n/a;Boaventura 2009, Annex 3;n/a
347;Portugal;Alentejo;38,1129;-8,7242;West;S79;Pedra Branca;Megalithic grave;ICEN-1040;4620;60;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Pardo-Gordo, Carvalho 2020;Soares, 2010;Pardo-Gordo, Carvalho 2020/Soares 2010;n/a
348;Portugal;Alentejo;38,1129;-8,7242;West;S79;Pedra Branca;Megalithic grave;ICEN-1041;4620;60;n/a;n/a;n/a;n/a;n/a;Human bone;Passage;Pardo-Gordo, Carvalho 2020;Soares, 2010;Pardo-Gordo, Carvalho 2020/Soares 2010;n/a
349;Portugal;Algarve;37,071176;-8,917967;West;S80;Pedra Escorregadia;Megalithic grave;ICEN-1028;3800;100;-19.68;n/a;n/a;n/a;n/a;Human bone;Chamber;Gomes et al 1994, 13C;n/a;Gomes et al 1994, 13C;n/a
350;Portugal;Algarve;37,071176;-8,917967;West;S80;Pedra Escorregadia;Megalithic grave;ICEN-844;4060;70;-19.44;n/a;n/a;n/a;n/a;Human bone;Chamber;Gomes et al 1994, 13C;n/a;Gomes et al 1994, 13C;n/a
351;Portugal;Lissabon region;38,806707;-9,218636;West;S81;Pedras Grandes;Dolmen;Beta-234136;4530;40;-19,57;8,58;5;6;n/a;Human bone;Chamber;Boaventura 2009, Tab.22;n/a;"Boaventura 2009, Tab.22; Carvalho, Petchey 2013";n/a
352;Portugal;Lissabon region;38,806707;-9,218636;West;S81;Pedras Grandes;Dolmen;Beta-205946;4590;40;-19,86;8,37;2;4;n/a;Human bone;Chamber;Boaventura 2009, Tab.22;n/a;"Boaventura 2009, Tab.22; Carvalho, Petchey 2013";n/a
357;Portugal;Beira Interior;40,901576;-7,809244;West;S83;Picoto do Vasco;Passage grave;GrN-22816;3690;130;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement atrium;Cruz et al 2003;n/a;Cruz et al 2003;n/a
358;Portugal;Beira Interior;40,901576;-7,809244;West;S83;Picoto do Vasco;Passage grave;GrN-22815;4670;150;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
359;Portugal;Beira Interior;40,901576;-7,809244;West;S83;Picoto do Vasco;Passage grave;OxA-6910;4930;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
360;Portugal;Beira Interior;40,901576;-7,809244;West;S83;Picoto do Vasco;Passage grave;CSIC-1199;4988;31;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
361;Portugal;Beira Interior;40,901576;-7,809244;West;S83;Picoto do Vasco;Passage grave;GrN-22817;5100;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
362;Portugal;Beira Interior;40,901576;-7,809244;West;S83;Picoto do Vasco;Passage grave;CSIC-1328;5124;30;n/a;n/a;n/a;n/a;n/a;Charcoal;Entrance chamber;Cruz et al 2003;n/a;Cruz et al 2003;n/a
363;Portugal;Beira Interior;40,901576;-7,809244;West;S83;Picoto do Vasco;Passage grave;GrN-22443;5140;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
364;Portugal;Beira Interior;40,901576;-7,809244;West;S83;Picoto do Vasco;Passage grave;CSIC-1221;5160;42;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
371;Portugal;Lissabon region;38,8263;-9,466346;West;S85;Praia das MaÁas;Passage grave/tholos;H-2049;4260;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Chamber;Soares, Cabral 1984;n/a;Soares, Cabral 1984;n/a
372;Portugal;Lissabon region;38,8263;-9,466346;West;S85;Praia das MaÁas;Passage grave/tholos;OxA-5510;4395;60;-21,9;n/a;n/a;n/a;n/a;Animal bone;Chamber, bone needle associated to schiffer plate;Cardoso, Soares 1995;n/a;Cardoso, Soares 1995;n/a
373;Portugal;Lissabon region;38,8263;-9,466346;West;S85;Praia das MaÁas;Passage grave/tholos;OxA-5509;4410;75;-20,9;n/a;n/a;n/a;n/a;Animal bone;Chamber, bone needle associated to schiffer plate;Cardoso, Soares 1995;n/a;Cardoso, Soares 1995;n/a
376;Portugal;Beira Interior;39,765558;-8,368033;West;S87;Rego da Murta 1;Passage grave;Beta-189999;3510;40;-20.30;n/a;n/a;n/a;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
377;Portugal;Beira Interior;39,765558;-8,368033;West;S87;Rego da Murta 1;Passage grave;Beta-190000;3640;40;-20,7;n/a;n/a;n/a;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
378;Portugal;Beira Interior;39,765558;-8,368033;West;S87;Rego da Murta 1;Passage grave;Beta-190002;4370;40;-19.50;n/a;n/a;n/a;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
379;Portugal;Beira Interior;39,765558;-8,368033;West;S87;Rego da Murta 1;Passage grave;Beta-190003;4400;40;-19.30;n/a;n/a;n/a;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
380;Portugal;Beira Interior;39,765558;-8,368033;West;S87;Rego da Murta 1;Passage grave;Beta-189998;4490;60;-19.90;n/a;n/a;n/a;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
381;Portugal;Beira Interior;39,765558;-8,368033;West;S87;Rego da Murta 1;Passage grave;Beta-190001;4520;40;-20.00;n/a;n/a;n/a;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
382;Portugal;Beira Interior;39,763397;-8,367676;West;S88;Rego da Murta 2;Passage grave;Beta-190008;4060;50;-19.80;n/a;n/a;n/a;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
383;Portugal;Beira Interior;39,763397;-8,367676;West;S88;Rego da Murta 2;Passage grave;Beta-190007;4190;40;-19.80;n/a;n/a;n/a;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
384;Portugal;Beira Interior;39,763397;-8,367676;West;S88;Rego da Murta 2;Passage grave;Beta-190004;4290;40;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
390;Portugal;Alentejo;38,4495;-7,4846;West;S90;Santa Margarida 3;Passage grave;Beta-166420;3720;50;-20.5;n/a;n/a;n/a;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
391;Portugal;Alentejo;38,4351422;-7,44191726;West;S90;Santa Margarida 3;Passage grave;Beta-166421;3730;40;-20,6;n/a;n/a;n/a;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
392;Portugal;Alentejo;38,4351422;-7,44191726;West;S90;Santa Margarida 3;Passage grave;Beta-166417;3770;40;-19.2;n/a;n/a;n/a;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
393;Portugal;Alentejo;38,4351422;-7,44191726;West;S90;Santa Margarida 3;Passage grave;Beta-166418;3780;40;-19.0;n/a;n/a;n/a;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
394;Portugal;Alentejo;38,4351422;-7,44191726;West;S90;Santa Margarida 3;Passage grave;Beta-166423;4100;40;-20.5;n/a;n/a;n/a;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
395;Portugal;Alentejo;38,4351422;-7,44191726;West;S90;Santa Margarida 3;Passage grave;Beta-176896;4170;40;-20.2;n/a;n/a;n/a;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
396;Portugal;Alentejo;38,4351422;-7,44191726;West;S90;Santa Margarida 3;Passage grave;Beta-166416;4270;40;-19.80;n/a;n/a;n/a;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
397;Portugal;Alentejo;38,4351422;-7,44191726;West;S90;Santa Margarida 3;Passage grave;Beta-166422;4270;40;-20.0;n/a;n/a;n/a;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
398;Portugal;Alentejo;38,4351422;-7,44191726;West;S90;Santa Margarida 3;Passage grave;Beta-176897;4290;40;-19.7;n/a;n/a;n/a;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
399;Portugal;Beira Interior;41,02333;-7,441677;West;S91;Senhora do Monte 3;Passage grave;ICEN-1201;4990;70;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Cruz 1995;n/a;Cruz 1995;n/a
400;Portugal;Beira Interior;41,02333;-7,441677;West;S91;Senhora do Monte 3;Passage grave;GrN-21304;5060;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Hearth tumulus;Cruz 1995;n/a;Cruz 1995;n/a
401;Portugal;Beira Interior;41,02333;-7,441677;West;S91;Senhora do Monte 3;Passage grave;ICEN-1200;5100;70;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Cruz 1995;n/a;Cruz 1995;n/a
402;Portugal;Beira Interior;41,02333;-7,441677;West;S91;Senhora do Monte 3;Passage grave;GrN-20791;5130;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Cruz et al 1995;n/a;Cruz et al 1995;n/a
448;Portugal;Alentejo;38,495817;-8,06088;West;S97;Vale de Rodrigo 2;Passage grave;Ua-10831;3905;75;n/a;n/a;n/a;n/a;n/a;Charcoal;Charcoal by an artifact accumulation in front of the corridor;Larsson 2000, 451;n/a;Larsson 2000, 451;n/a
449;Portugal;Alentejo;38,495817;-8,06088;West;S97;Vale de Rodrigo 2;Passage grave;Ua-10830;4905;70;n/a;n/a;n/a;n/a;n/a;Charcoal;Settlement layer under grave;Larsson 2000, 450;n/a;Larsson 2000, 450;n/a
450;Portugal;Alentejo;39,224234;-7,679501;West;S104;Anta da Horta;Dolmen;Beta-194313;4390;50;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;Oliveira 2006;n/a;Oliveira 2006;n/a
451;Portugal;Alentejo;39,224234;-7,679501;West;S104;Anta da Horta;Dolmen;Beta-194312;4190;50;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;Oliveira 2006;n/a;Oliveira 2006;n/a
452;Portugal;Alentejo;38,448227;-7,443154;West;S105;PoÁo da Gateira 1;Megalithic grave;OxTL169b1;4640;430;n/a;n/a;n/a;n/a;n/a;Ceramic shard;Chamber;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Lozano Medina 2017;n/a
453;Portugal;Alentejo;38,448227;-7,443154;West;S105;PoÁo da Gateira 1;Megalithic grave;OxTL169b2;4305;400;n/a;n/a;n/a;n/a;n/a;n/a;Chamber;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Lozano Medina 2017;n/a
453;Portugal;Alentejo;38,448227;-7,443154;West;S105;PoÁo da Gateira 1;Megalithic grave;OxTL169b3;4615;450;n/a;n/a;n/a;n/a;n/a;n/a;Chamber;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Lozano Medina 2017;n/a
454;Portugal;Lissabon region;39,067439;-9,271992;West;S106;Borracheira;n/a;UGAMS-8454;3720;25;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;Waterman 2012;Waterman 2012;Lozano Medina 2017;n/a
455;Portugal;Lissabon region;39,067439;-9,271992;West;S106;Borracheira;n/a;UGAMS-8455;4420;25;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;Waterman 2012;Waterman 2012;Lozano Medina 2017;n/a
456;Portugal;Lissabon region;38,773454;-9,286957;West;S107;Carrascal;Dolmen;Beta-225167;4640;40;-20,1;n/a;n/a;n/a;n/a;Human bone;n/a;Boaventura 2009;Boaventura 2009;Lozano Medina 2017;n/a
457;Portugal;Lissabon region;38,773454;-9,286957;West;S107;Carrascal;Dolmen;Beta-228577;4770;40;-19,3;9,39;12;15;n/a;Human bone;n/a;Boaventura 2009;Boaventura 2009;Lozano Medina 2017;n/a
464;Portugal;Alentejo;38,439755;-7,550093;West;S110;Perdigıes 1;Corridor sepulchre;Beta-327747;4130;30;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;Valera et al 2014;Valera et al 2014;Lozano Medina 2017;n/a
465;Portugal;Alentejo;38,439755;-7,550093;West;S110;Perdigıes 1;Corridor sepulchre;Beta-327748;4060;30;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;Valera et al 2014;Valera et al 2014;Lozano Medina 2017;n/a
466;Portugal;Alentejo;38,439755;-7,550093;West;S110;Perdigıes 1;Corridor sepulchre;Beta-237750;4030;40;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;Valera et al 2014;Valera et al 2014;Lozano Medina 2017;n/a
467;Portugal;Alentejo;38,439755;-7,550093;West;S111;Perdigıes 2;Corridor sepulchre;Beta-308793;3970;30;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;Valera et al 2014;Valera et al 2014;Lozano Medina 2017;n/a
468;Portugal;Alentejo;38,439755;-7,550093;West;S111;Perdigıes 2;Corridor sepulchre;Beta-308792;3890;30;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;Valera et al 2014;Valera et al 2014;Lozano Medina 2017;n/a
469;Portugal;Alentejo;38,439755;-7,550093;West;S111;Perdigıes 2;Corridor sepulchre;Beta-308791;4090;30;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;Valera et al 2014;Valera et al 2014;Lozano Medina 2017;n/a
470;Portugal;Alentejo;38,439755;-7,550093;West;S111;Perdigıes 2;Corridor sepulchre;Beta-308789;3840;30;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;Valera et al 2014;Valera et al 2014;Lozano Medina 2017;n/a
476;Portugal;Alentejo;38,404033;-7,507268;West;S114;Gorginos 2;Megalithic grave;OxTL-169b1;3860;360;n/a;n/a;n/a;n/a;n/a;Ceramic shard;Chamber;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Lozano Medina 2017;n/a
477;Portugal;Alentejo;38,404033;-7,507268;West;S114;Gorginos 2;Megalithic grave;OxTL-169b2;4805;400;n/a;n/a;n/a;n/a;n/a;Ceramic shard;Chamber;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Lozano Medina 2017;n/a
478;Portugal;Alentejo;38,404033;-7,507268;West;S114;Gorginos 2;Megalithic grave;OxTL-169b3;4595;420;n/a;n/a;n/a;n/a;n/a;Ceramic shard;n/a;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Lozano Medina 2017;n/a
479;Portugal;Alentejo;38,757766;-8,205266;West;S115;Comenda da Igreja 1;Megalithic grave;OxTL-169f1;3380;340;n/a;n/a;n/a;n/a;n/a;Ceramic shard;n/a;"Whittle, Arnaud 1975; Boaventura 2011";;Lozano Medina 2017;n/a
480;Portugal;Alentejo;38,757766;-8,205266;West;S115;Comenda da Igreja 1;Megalithic grave;OxTL-169f2;3340;350;n/a;n/a;n/a;n/a;n/a;Ceramic shard;n/a;"Whittle, Arnaud 1975; Boaventura 2011";;Lozano Medina 2017;n/a
481;Portugal;Alentejo;38,757766;-8,205266;West;S115;Comenda da Igreja 1;Megalithic grave;OxTL-169f3;3255;330;n/a;n/a;n/a;n/a;n/a;Ceramic shard;n/a;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Lozano Medina 2017;n/a
482;Portugal;Alentejo;38,757766;-8,205266;West;S115;Comenda da Igreja 1;Megalithic grave;OxTL-169f4;3015;340;n/a;n/a;n/a;n/a;n/a;Ceramic shard;n/a;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Lozano Medina 2017;n/a
370;Portugal;Lissabon region;38,8263;-9,466346;West;S85;Praia das MaÁas;Passage grave;H-2048;3640;60;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Soares, Cabral 1984;Soares, Cabral 1984;Lozano Medina 2017;n/a
